code;literal
T543;ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES
T473;LAXANTES SALINOS Y OSMOTICOS
T528;OTROS DISOLVENTES ORGANICOS
T541;OTROS COMPUESTOS ORGANICOS CORROSIVOS
T542;ACIDOS CORROSIVOS Y SUSTANCIAS ACIDAS SIMILARES
T543;ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES
T549;EFECTO TOXICO DE SUSTANCIA CORROSIVA, NO ESPECIFICADA
T562;CROMO Y SUS COMPUESTOS
T568;OTROS METALES
T571;FOSFORO Y SUS COMPUESTOS
T578;OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS
T594;CLORO GASEOSO
T601;INSECTICIDAS HALOGENADOS
T603;HERBICIDAS Y FUNGICIDAS
T608;OTROS PLAGUICIDAS
T653;NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T560;PLOMO Y SUS COMPUESTOS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T560;PLOMO Y SUS COMPUESTOS
T560;PLOMO Y SUS COMPUESTOS
M101;GOTA SATURNINA
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T560;PLOMO Y SUS COMPUESTOS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T561;MERCURIO Y SUS COMPUESTOS
L818;OTROS TRASTORNOS ESPECIFICADOS DE LA PIGMENTACION
T561;MERCURIO Y SUS COMPUESTOS
T570;ARSENICO Y SUS COMPUESTOS
T602;OTROS INSECTICIDAS
T572;MANGANESO Y SUS COMPUESTOS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T567;BERILIO Y SUS COMPUESTOS
T568;OTROS METALES
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T563;CADMIO Y SUS COMPUESTOS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T562;CROMO Y SUS COMPUESTOS
N143;NEFROPATIA INDUCIDA POR METALES PESADOS
T564;COBRE Y SUS COMPUESTOS
T565;ZINC Y SUS COMPUESTOS
T566;ESTA�O Y SUS COMPUESTOS
T568;OTROS METALES
T578;OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T603;HERBICIDAS Y FUNGICIDAS
T604;RODENTICIDAS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T659;EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA
T569;METAL, NO ESPECIFICADO
T58;EFECTO TOXICO DEL MONOXIDO DE CARBONO
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T520;PRODUCTOS DEL PETROLEO
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T590;OXIDOS DE NITROGENO
T591;DIOXIDO DE SULFURO
T535;CLOROFLUOROCARBUROS
T536;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS
T524;CETONAS
T593;GAS LACRIMOGENO
T594;CLORO GASEOSO
T573;ACIDO CIANHIDRICO
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T650;CIANURO
T410;ANESTESICOS POR INHALACION
T494;QUERATOLITICOS QUERATOPLASTICOS DROG, OTR PREPARACIONES TRATAM CABELLO
T520;PRODUCTOS DEL PETROLEO
T521;BENCENO
T522;HOMOLOGOS DEL BENCENO
T524;CETONAS
T528;OTROS DISOLVENTES ORGANICOS
T530;TETRACLORURO DE CARBONO
T531;CLOROFORMO
T532;TRICLOROETILENO
T533;TETRACLOROETILENO
T534;DICLOROETANO
T536;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS
T537;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS AROMATICOS
T542;ACIDOS CORROSIVOS Y SUSTANCIAS ACIDAS SIMILARES
T543;ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES
T549;EFECTO TOXICO DE SUSTANCIA CORROSIVA, NO ESPECIFICADA
T562;CROMO Y SUS COMPUESTOS
T578;OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS
T592;FORMALDEHIDO
T595;GAS DE FLUOR Y FLUORURO DE HIDROGENO
T596;SULFURO DE HIDROGENO
T597;DIOXIDO DE CARBONO
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T599;GASES, HUMOS Y VAPORES NO ESPECIFICADOS
T600;INSECTICIDAS ORGANOFOSFORADOS Y CARBAMATOS
T601;INSECTICIDAS HALOGENADOS
T608;OTROS PLAGUICIDAS
T650;CIANURO
T653;NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS
T654;BISULFURO DE CARBONO
T655;NITROGLICERINA Y OTROS ACIDOS Y ESTERES NITRICOS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T571;FOSFORO Y SUS COMPUESTOS
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T599;GASES, HUMOS Y VAPORES NO ESPECIFICADOS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T659;EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA
T610;ENVENENAMIENTO CIGUATERO POR PESCADO
T611;ENVENENAMIENTO ESCOMBROIDEO POR PESCADO
T612;OTROS ENVENENAMIENTOS POR PESCADOS Y MARISCOS
T618;EFECTO TOXICO DE OTROS ALIMENTOS MARINOS
T619;EFECTO TOXICO DE ALIMENTOS MARINOS NO ESPECIFICADOS
T620;HONGOS INGERIDOS
T621;BAYAS INGERIDAS
T622;OTRA(S) (PARTES DE) PLANTA(S) INGERIDA(S)
T628;OTRAS SUSTANCIAS NOCIVAS ESPECIFICADAS INGERIDAS COMO ALIMENTO
T64;EFECTO TOXICO AFLATOXINA Y OTR MICOTOXINAS CONTAMINANTES DE ALIMENTOS
T628;OTRAS SUSTANCIAS NOCIVAS ESPECIFICADAS INGERIDAS COMO ALIMENTO
T629;SUSTANCIA NOCIVA INGERIDA COMO ALIMENTO, NO ESPECIFICADA
T629;SUSTANCIA NOCIVA INGERIDA COMO ALIMENTO, NO ESPECIFICADA
T573;ACIDO CIANHIDRICO
T578;OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS
T628;OTRAS SUSTANCIAS NOCIVAS ESPECIFICADAS INGERIDAS COMO ALIMENTO
T650;CIANURO
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T651;ESTRICNINA Y SUS SALES
T536;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS
T537;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS AROMATICOS
T539;DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS AROMATICOS, NO ESPEC
T600;INSECTICIDAS ORGANOFOSFORADOS Y CARBAMATOS
T601;INSECTICIDAS HALOGENADOS
T602;OTROS INSECTICIDAS
T603;HERBICIDAS Y FUNGICIDAS
T608;OTROS PLAGUICIDAS
T653;NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T600;INSECTICIDAS ORGANOFOSFORADOS Y CARBAMATOS
T604;RODENTICIDAS
T490;DROGAS LOCALES ANTIMICOTICAS, ANTIINFECC Y ANTIINFLAMATORIAS, NO CEOP
T561;MERCURIO Y SUS COMPUESTOS
T600;INSECTICIDAS ORGANOFOSFORADOS Y CARBAMATOS
T601;INSECTICIDAS HALOGENADOS
T602;OTROS INSECTICIDAS
T603;HERBICIDAS Y FUNGICIDAS
T604;RODENTICIDAS
T608;OTROS PLAGUICIDAS
T609;PLAGUICIDA, NO ESPECIFICADO
T653;NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T630;VENENO DE SERPIENTE
T631;VENENO DE OTROS REPTILES
T632;VENENO DE ESCORPION
T633;VENENO DE ARA�AS
T634;VENENO DE OTROS ARTROPODOS
T635;EFECTO TOXICO DEL CONTACTO CON PECES
T636;EFECTO TOXICO DEL CONTACTO CON OTROS ANIMALES MARINOS
T638;EFECTOS TOXICOS DEL CONTACTO CON OTROS ANIMALES VENENOSOS
T639;EFECTO TOXICO DEL CONTACTO CON ANIMAL VENENOSO NO ESPECIFICADO
T55;EFECTO TOXICO DE DETERGENTES Y JABONES
T64;EFECTO TOXICO AFLATOXINA Y OTR MICOTOXINAS CONTAMINANTES DE ALIMENTOS
T458;OTROS AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS
T475;DIGESTIVOS
T490;DROGAS LOCALES ANTIMICOTICAS, ANTIINFECC Y ANTIINFLAMATORIAS, NO CEOP
T498;OTROS AGENTES TOPICOS
T521;BENCENO
T528;OTROS DISOLVENTES ORGANICOS
T529;DISOLVENTES ORGANICOS, NO ESPECIFICADOS
T536;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS
T537;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS AROMATICOS
T541;OTROS COMPUESTOS ORGANICOS CORROSIVOS
T542;ACIDOS CORROSIVOS Y SUSTANCIAS ACIDAS SIMILARES
T55;EFECTO TOXICO DE DETERGENTES Y JABONES
T568;OTROS METALES
T570;ARSENICO Y SUS COMPUESTOS
T578;OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS
T592;FORMALDEHIDO
T598;OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS
T602;OTROS INSECTICIDAS
T603;HERBICIDAS Y FUNGICIDAS
T622;OTRA(S) (PARTES DE) PLANTA(S) INGERIDA(S)
T628;OTRAS SUSTANCIAS NOCIVAS ESPECIFICADAS INGERIDAS COMO ALIMENTO
T652;TABACO Y NICOTINA
T653;NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS
T654;BISULFURO DE CARBONO
T656;PINTURAS Y COLORANTES, NO CLASIFICADOS EN OTRA PARTE
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T659;EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA
G92;ENCEFALOPATIA TOXICA
G958;OTRAS ENFERMEDADES ESPECIFICADAS DE LA MEDULA ESPINAL
T509;OTRAS DROGAS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS
T579;SUSTANCIA INORGANICA, NO ESPECIFICADA
T658;EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS
T659;EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA
T66;EFECTOS NO ESPECIFICADOS DE LA RADIACION
T330;CONGELAMIENTO SUPERFICIAL DE LA CABEZA
T340;CONGELAMIENTO CON NECROSIS TISULAR DE LA CABEZA
T352;CONGELAMIENTO NO ESPECIFICADO DE LA CABEZA Y DEL CUELLO
T335;CONGELAMIENTO SUPERFICIAL DE LA MU�ECA Y DE LA MANO
T345;CONGELAMIENTO CON NECROSIS TISULAR DE LA MU�ECA Y DE LA MANO
T354;CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO SUPERIOR
T338;CONGELAMIENTO SUPERFICIAL DEL TOBILLO Y DEL PIE
T348;CONGELAMIENTO CON NECROSIS TISULAR DEL TOBILLO Y DEL PIE
T355;CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO INFERIOR
T331;CONGELAMIENTO SUPERFICIAL DEL CUELLO
T332;CONGELAMIENTO SUPERFICIAL DEL TORAX
T333;CONGELAMIENTO SUPERF DE LA PARED ABDOMINAL, REGION LUMBOSACRA Y PELVIS
T334;CONGELAMIENTO SUPERFICIAL DEL BRAZO
T336;CONGELAMIENTO SUPERFICIAL DE LA CADERA Y DEL MUSLO
T337;CONGELAMIENTO SUPERFICIAL DE LA RODILLA Y DE LA PIERNA
T339;CONGELAMIENTO SUPERFICIAL DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
T341;CONGELAMIENTO CON NECROSIS TISULAR DEL CUELLO
T342;CONGELAMIENTO CON NECROSIS TISULAR DEL TORAX
T343;CONGELAMIENTO CON NECROSIS TISULAR PARED ABD, REG LUMBOSACRA Y PELVIS
T344;CONGELAMIENTO CON NECROSIS TISULAR DEL BRAZO
T346;CONGELAMIENTO CON NECROSIS TISULAR DE LA CADERA Y DEL MUSLO
T347;CONGELAMIENTO CON NECROSIS TISULAR DE LA RODILLA Y DE LA PIERNA
T349;CONGELAMIENTO CON NECROSIS TISULAR DE OTROS SITIOS Y DE LOS NO ESPECIF
T350;CONGELAMIENTO SUPERFICIAL QUE AFECTA MULTIPLES REGIONES DEL CUERPO
T351;CONGELAMIENTO CON NECROSIS TISULAR QUE AFECTA MULTIPLES REG DEL CUERPO
T352;CONGELAMIENTO NO ESPECIFICADO DE LA CABEZA Y DEL CUELLO
T353;CONGELAMIENTO NO ESPEC DE TORAX, ABDOMEN,LA REGION LUMBOSACRA Y PELVIS
T354;CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO SUPERIOR
T355;CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO INFERIOR
T356;CONGELAMIENTO NO ESPECIFICADO QUE AFECTA MULTIPLES REGIONES DEL CUERPO
T357;CONGELAMIENTO NO ESPECIFICADO, DE SITIO NO ESPECIFICADO
T690;MANO Y PIE DE INMERSION
T691;SABA�ON(ES)
T68;HIPOTERMIA
T698;OTROS EFECTOS ESPECIFICADOS DE LA REDUCCION DE LA TEMPERATURA
T699;EFECTO DE LA REDUCCION DE LA TEMPERATURA, NO ESPECIFICADO
T670;GOLPE DE CALOR E INSOLACION
T671;SINCOPE POR CALOR
T672;CALAMBRE POR CALOR
T673;AGOTAMIENTO POR CALOR, ANHIDROTICO
T674;AGOTAMIENTO POR CALOR DEBIDO A DEPLECION DE SAL
T675;AGOTAMIENTO POR CALOR, NO ESPECIFICADO
T676;FATIGA POR CALOR, TRANSITORIA
T677;EDEMA POR CALOR
T678;OTROS EFECTOS DEL CALOR Y DE LA LUZ
T679;EFECTO DEL CALOR Y DE LA LUZ, NO ESPECIFICADO
T700;BAROTRAUMA OTITICO
T701;BAROTRAUMA SINUSAL
T702;OTROS EFECTOS Y LOS NO ESPECIFICADOS DE LA GRAN ALTITUD
T703;ENFERMEDAD POR DESCOMPRESION (DE LOS CAJONES SUMERGIDOS)
T708;OTROS EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA
T708;OTROS EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA
T709;EFECTO DE LA PRESION DEL AIRE Y DEL AGUA, NO ESPECIFICADO
T750;EFECTOS DEL RAYO
T751;AHOGAMIENTO Y SUMERSION NO MORTAL
T730;EFECTOS DEL HAMBRE
T731;EFECTOS DE LA SED
T732;AGOTAMIENTO DEBIDO A EXPOSICION A LA INTEMPERIE
T733;AGOTAMIENTO DEBIDO A ESFUERZO EXCESIVO
T753;MAL DEL MOVIMIENTO
T71;ASFIXIA
T754;EFECTOS DE LA CORRIENTE ELECTRICA
T704;EFECTOS DE LIQUIDOS CON ALTA PRESION
T708;OTROS EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA
T709;EFECTO DE LA PRESION DEL AIRE Y DEL AGUA, NO ESPECIFICADO
T738;OTROS EFECTOS DE PRIVACION
T739;EFECTOS DE PRIVACION, NO ESPECIFICADOS
T740;NEGLIGENCIA O ABANDONO
T752;EFECTOS DE LA VIBRACION
T758;OTROS EFECTOS ESPECIFICADOS DE CAUSAS EXTERNAS
T780;CHOQUE ANAFILACTICO DEBIDO A REACCION ADVERSA A ALIMENTOS
T782;CHOQUE ANAFILACTICO, NO ESPECIFICADO
T886;CHOQUE ANAFILACTICO EFECTO ADVERSO DROGA O MED CORRECTO ADMINIST BIEN
T783;EDEMA ANGIONEUROTICO
T784;ALERGIA NO ESPECIFICADA
T789;EFECTO ADVERSO NO ESPECIFICADO
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T885;OTRAS COMPLICACIONES DE LA ANESTESIA
T887;EFECTO ADVERSO NO ESPECIFICADO DE DROGA O MEDICAMENTO
T784;ALERGIA NO ESPECIFICADA
T882;CHOQUE DEBIDO A LA ANESTESIA
T740;NEGLIGENCIA O ABANDONO
T741;ABUSO FISICO
T743;ABUSO PSICOLOGICO
T748;OTROS SINDROMES DEL MALTRATO
T749;SINDROME DEL MALTRATO, NO ESPECIFICADO
T788;OTROS EFECTOS ADVERSOS, NO CLASIFICADOS EN OTRA PARTE
T883;HIPERTERMIA MALIGNA DEBIDA A LA ANESTESIA
T885;OTRAS COMPLICACIONES DE LA ANESTESIA
T820;COMPLICACION MECANICA DE PROTESIS DE VALVULA CARDIACA
T821;COMPLICACION MECANICA DE DISPOSITIVO ELECTRONICO CARDIACO
T822;COMPLICACION MECANICA DERIVACION ARTERIA CORONARIA E INJERTO VALVULAR
T825;COMPLICACION MECANICA DE OTR DISPOSITIVOS E IMPLANTES CARDIOVASCULARES
T829;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTE, INJERTO CARDIOVASCULAR
T823;COMPLICACION MECANICA DE OTROS INJERTOS VASCULARES
T824;COMPLICACION MECANICA DE CATETER PARA DIALISIS VASCULAR
T825;COMPLICACION MECANICA DE OTR DISPOSITIVOS E IMPLANTES CARDIOVASCULARES
T829;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTE, INJERTO CARDIOVASCULAR
T859;COMPLICACION NO ESPEC DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INT
T850;COMPL MECANICA DE DERIVACION (ANASTOMOTICA) VENTRICULAR INTRACRANEAL
T851;COMPL MECANICA DE IMPLANTE ESTIMULADOR ELECTRONICO DE SISTEMA NERVIOSO
T859;COMPLICACION NO ESPEC DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INT
T830;COMPLICACION MECANICA DE CATETER URINARIO (FIJO)
T831;COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES URINARIOS
T832;COMPLICACION MECANICA DE INJERTO EN ORGANO URINARIO
T833;COMPLICACION MECANICA DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO
T834;COMPL MECANICA DE OTR DISPOSIT, IMPLANTES, INJERTOS EN TRACTO GENITAL
T839;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTE, INJERTO GENITOURINARIO
T840;COMPLICACION MECANICA DE PROTESIS ARTICULAR INTERNA
T841;COMPL MECANICA DE DISPOSITIVO FIJACION INTERNA DE HUESOS DE UN MIEMBRO
T842;COMPLICACION MECANICA DE DISPOSITIVO DE FIJACION INTERNA DE OTR HUESOS
T843;COMPLICACION MECANICA DE OTR DISPOSITIVOS OSEOS, IMPLANTES E INJERTOS
T844;COMPL MECANICA DISPOSIT PROTESICO IMPLANTES INJERTO ORTOPEDICO INTERNO
T849;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTES INJERTO ORTOPEDICO INT
T821;COMPLICACION MECANICA DE DISPOSITIVO ELECTRONICO CARDIACO
T852;COMPLICACION MECANICA DE LENTES INTRAOCULARES
T853;COMPL MECANICA DE OTR DISPOSIT PROTESICO, IMPLANTES, INJERTOS OCULARES
T854;COMPLICACION MECANICA DE PROTESIS E IMPLANTE DE MAMA
T855;COMPL MECANICA DISPOSIT PROTESICO, IMPLANTE, INJERTO GASTROINTESTINAL
T856;COMPL MECANICA DE OTR DISPOSIT PROTESICO, IMPLANTE, INJERTOS INT ESPEC
T858;OTR COMPL DE DISPOSITIVOS PROTESICO, IMPLANTE E INJERTO INT, NO CEOP
T859;COMPLICACION NO ESPEC DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INT
T826;INFECCION Y REACCION INFLAMATORIA POR PROTESIS DE VALVULA CARDIACA
T827;INF REACC INFLAMAT P OTR DISPOSIT IMPLANTES INJERTOS CARDIOVASCULARES
T835;INF REACC INFLAMAT P DISPOSIT PROTESICO, IMPLANTE, INJERTO SIST URINAR
T836;INF REACC INFLAMAT P DISPOSIT PROTESICO, IMPLANTE INJERTO TRACTO GENIT
T845;INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS ARTICULAR INTERNA
T846;INF REACC INFLAMATORIA POR DISPOSIT FIJACION INTERNA (CUALQUIER SITIO)
T847;INF REACC INFLAMAT OTR DISPOSIT PROTESI IMPLANTE INJERTO ORTOPEDIA INT
T849;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTES INJERTO ORTOPEDICO INT
T857;INF REACC INFLAMAT POR OTROS DISPOSIT PROTESICO, IMPLANTE, INJERTO INT
M966;FX HUESO POST INSERCION IMPLANTE ORTOPEDICO, PROTESIS ARTIC PLACA OSEA
T828;OTR COMPL DE DISPOSIT PROTESICOS, IMPLANTES, INJERTOS CARDIOVASCULARES
T829;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTE, INJERTO CARDIOVASCULAR
T838;OTR COMPL DE DISPOSIT PROTESICOS, IMPLANTES E INJERTOS GENITOURINARIOS
T839;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTE, INJERTO GENITOURINARIO
T848;OTR COMPL DE DISPOSIT PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INT
T849;COMPL NO ESPEC DE DISPOSIT PROTESICO, IMPLANTES INJERTO ORTOPEDICO INT
T858;OTR COMPL DE DISPOSITIVOS PROTESICO, IMPLANTE E INJERTO INT, NO CEOP
T859;COMPLICACION NO ESPEC DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INT
T860;RECHAZO DE TRASPLANTE DE MEDULA OSEA
T861;FALLA Y RECHAZO DE TRASPLANTE DE RI�ON
T862;FALLA Y RECHAZO DE TRASPLANTE DE CORAZON
T863;FALLA Y RECHAZO DE TRASPLANTE DE PULMON-CORAZON
T864;FALLA Y RECHAZO DE TRASPLANTE DE HIGADO
T868;FALLA Y RECHAZO DE OTROS ORGANOS Y TEJIDOS TRASPLANTADOS
T869;FALLA Y RECHAZO DE TRASPLANTE DE ORGANO Y TEJIDO NO ESPECIFICADO
T870;COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD SUPERIOR
T871;COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD INFERIOR
T872;COMPLICACIONES DE OTRAS PARTES DEL CUERPO REINSERTADAS
G038;MENINGITIS DEBIDAS A OTRAS CAUSAS ESPECIFICADAS
G039;MENINGITIS, NO ESPECIFICADA
G970;PERDIDA DE LIQUIDO CEFALORRAQUIDEO POR PUNCION ESPINAL
G971;OTRA REACCION A LA PUNCION ESPINAL Y LUMBAR
G972;HIPOTENSION INTRACRANEAL POSTERIOR A ANASTOMOSIS VENTRICULAR
G978;OTROS TRASTORNOS DEL SISTEMA NERVIOSO CONSECUTIVOS A PROCEDIMIENTOS
G979;TRAST NO ESPECIF DEL SISTEMA NERVIOSO, CONSECUTIVOS A PROCEDIMIENTOS
R291;MENINGISMO
T885;OTRAS COMPLICACIONES DE LA ANESTESIA
I978;OTROS TRASTORNOS SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIM, NO CEOP
I979;TRASTORNO NO ESPECIF DEL SISTEMA CIRCULATORIO CONSECUTIVO A PROCEDIM
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
I978;OTROS TRASTORNOS SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIM, NO CEOP
I979;TRASTORNO NO ESPECIF DEL SISTEMA CIRCULATORIO CONSECUTIVO A PROCEDIM
T817;COMPLICACIONES VASCULARES CONSECUTIVAS A PROCEDIMIENTO, NO CEOP
J954;SINDROME DE MENDELSON
J958;OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS
J959;TRASTORNO NO ESPECIF DEL SISTEMA RESPIRATORIO, CONSECUTIVO A PROCEDIM
K913;OBSTRUCCION INTESTINAL POSTOPERATORIA
K918;OTROS TRAST DEL SISTEMA DIGESTIVO CONSECUTIVOS A PROCEDIM, NO CEOP
K919;TRASTORNO NO ESPECIFICADO DEL SISTEMA DIGESTIVO CONSECUTIVO A PROCEDIM
N990;INSUFICIENCIA RENAL CONSECUTIVA A PROCEDIMIENTOS
N995;MAL FUNCIONAMIENTO DE ESTOMA EXTERNO DE VIAS URINARIAS
N998;OTROS TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIM
N999;TRASTORNO NO ESPECIF DEL SISTEMA GENITOURINARIO CONSECUTIVO A PROCEDIM
T873;NEUROMA DE MU�ON DE AMPUTACION
T874;INFECCION DE MU�ON DE AMPUTACION
T875;NECROSIS DE MU�ON DE AMPUTACION
T876;OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS DE MU�ON DE AMPUTACION
E898;OTROS TRASTORNOS METABOLICOS Y ENDOCRINOS CONSECUTIVOS A PROCEDIM
E899;TRASTORNO ENDOCRINO Y METABOLICO CONSECUTIVO A PROCEDIMIENTOS NO ESPEC
H590;SINDROME VITREO CONSECUTIVO A CIRUGIA DE CATARATA
H598;OTROS TRASTORNOS DEL OJO Y SUS ANEXOS, CONSECUTIVOS A PROCEDIMIENTOS
H599;TRASTORNO NO ESPEC DEL OJO Y SUS ANEXOS, CONSECUTIVO A PROCEDIMIENTOS
I978;OTROS TRASTORNOS SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIM, NO CEOP
M020;ARTROPATIA CONSECUTIVA A DERIVACION INTESTINAL
M968;OTROS TRASTORNOS OSTEOMUSCULARES CONSECUTIVOS A PROCEDIMIENTOS
M969;TRASTORNOS OSTEOMUSCULARES NO ESPECIF CONSECUTIVOS A PROCEDIMIENTOS
N998;OTROS TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIM
N999;TRASTORNO NO ESPECIF DEL SISTEMA GENITOURINARIO CONSECUTIVO A PROCEDIM
T811;CHOQUE DURANTE O RESULTANTE DE UN PROCEDIMIENTO, NO CEOP
T810;HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CEOP
T812;PUNCION O LACERACION ACCIDENTAL DURANTE UN PROCEDIMIENTO, NO CEOP
T813;DESGARRO DE HERIDA OPERATORIA, NO CLASIFICADO EN OTRA PARTE
T815;CUERPO EXTRA�O ACC EN CAV CORPORAL O HERIDA OPERATORIA CONSC PROCEDIM
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T814;INFECCION CONSECUTIVA A PROCEDIMIENTO, NO CLASIFICADA EN OTRA PARTE
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T816;REACCION AGUDA A SUSTANCIA EXTRA�A DEJADA ACC DURANTE UN PROCEDIMIENTO
T811;CHOQUE DURANTE O RESULTANTE DE UN PROCEDIMIENTO, NO CEOP
T818;OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE
T884;FALLA O DIFICULTAD DE LA INTUBACION
T819;COMPLICACION DE PROCEDIMIENTOS, NO ESPECIFICADA
T889;COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA
B080;OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS
